screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influence_score
Brandon_Nocaute,1125,77879,101,2920,875,85,69.2258,54.0276,0.1582,259,2.63,0.9007,110482,642.351,219.9832,88.879,12.4313,1.1026,0.16,0.08,0.30,0.307,197.2018
BrawlingBros,1195,12177,160,4030,1002,129,10.19,11.6678,0.1038,71,5.038,1.2501,33566,43.19,10.7171,115.121,30.6913,1.4753,0.22,0.06,0.53,0.313,13.5185
breaking_games,1222,1882,81,1620,1738,53,1.5401,4.4476,0.5286,53,1.533,0.9463,29601,32.699,20.1846,125.518,38.4783,1.5,0.32,0.15,0.41,0.801,26.1919
BrianBuchanan57,3083,8521,75,7,97,2,2.7639,2.5478,0.086,33,1.497,213.8571,213152,989.542,141363.1429,88.399,10.6089,1.2921,0.09,0.18,0.20,0.317,313.6848
briankesinger,2542,4130,64,22949,283,467,1.6247,3.8442,0.0834,3787,115.337,5.0258,327217,1067.15,46.5009,104.345,26.7082,2.2645,0.52,0.43,0.34,0.813,867.593
BrianMengel,2299,9,20,18,46,0,0.0039,0.0057,0.0013,0,0.0,0.0,29,6.1111,3.0556,116.5556,36.4822,6.0,0.11,0.11,0.56,0.4444,2.7158
BriansGotGame,1172,2153,98,975,240,25,1.837,1.837,0.0273,32,2.338,2.3979,125,0.917,0.9405,105.452,29.6317,1.8472,0.56,0.27,0.45,0.319,0.2925
broadfieldsales,3034,2214,159,309,306,7,0.7297,0.0105,0.0554,7,0.286,0.9256,4,0.423,1.3689,106.371,13.6823,0,0.00,0.84,1.00,0.371,0.1569
BroBible,3352,197374,84,143921,7930,1133,58.8825,1.582,0.0128,74,3.139,0.0218,47715,92.167,0.6404,108.021,8.3243,1.1429,0.01,0.15,0.95,0.432,39.8161
brotips,2658,58004,157,529221,57,1574,21.8224,0.4056,0.0023,62,3.411,0.0064,273,1.244,0.0024,108.939,7.6401,1.0,0.00,0.07,0.99,0.373,0.464
BrownLeatherGuy,1540,4564,80,495,106,19,2.9636,0.0883,0.1701,159,1.595,3.2222,68114,733.789,1482.402,100.316,6.1693,1.5435,0.05,0.14,0.43,0.395,289.8467
BruceLevenstein,3558,95405,44,1540,1026,101,26.8142,0.1169,0.0312,52,2.11,1.3701,32901,56.367,36.6019,83.656,10.5616,1.2812,0.03,0.17,0.32,0.223,12.5698
BSoMT_2018,117,2296,132,605,510,11,19.6239,53.4701,0.9231,26,2.415,3.9917,364,1.199,1.9818,110.194,17.711,1.6964,0.06,0.04,0.48,0.231,0.277
bsperk02,1318,11516,90,258,398,7,8.7375,27.9659,0.1093,26,1.786,6.9225,512659,2826.726,10956.3023,74.069,1.8216,1.1667,0.03,0.30,0.11,0.171,483.3701
btc_magic,111,106,92,5973,2,6,0.955,0.009,0.018,280,8.4598,0.1232,211,7.4483,0.1085,134.6897,24.5283,0,0.00,0.00,0.99,0.6207,4.6231
BubbleKnight,999,57,127,71,44,1,0.0571,0.1542,0.01,151,7.5091,5.8169,28366,742.7818,575.3944,103.7818,9.3793,3.6471,0.62,0.42,0.36,0.6364,472.7063
Buddhism_Now,3375,45887,83,172103,14,2701,13.5961,0.0163,0.0113,176,18.795,0.1092,383,6.553,0.0381,116.693,12.1428,1.2051,0.04,0.13,0.73,0.889,5.8256
bunnihoon,318,12110,27,431,107,15,38.0818,23.9686,2.1698,130,0.613,1.4223,54488,2228.901,5171.464,94.077,12.1212,2.5466,0.47,0.48,0.17,0.718,1600.3509
BushidoGCT,2570,1335,35,1074,705,22,0.5195,0.3716,0.0829,24,1.328,1.2365,314,1.978,1.8417,86.949,31.9914,2.0559,0.14,0.21,0.49,0.539,1.0661
byrnesyliam,4107,10630,66,705,1460,40,2.5883,0.3168,0.0711,4,0.232,0.3291,32549,126.743,179.7773,104.498,15.5509,1.3196,0.10,0.08,0.53,0.319,40.431
c0ralsky,1911,9544,160,1366,316,23,4.9942,19.585,0.089,80,1.684,1.2328,269002,1988.451,1455.6742,98.474,21.0821,1.6098,0.04,0.20,0.35,0.25,497.1128
C20thPosters,1004,1978,111,2039,859,42,1.9701,1.3606,0.4054,289,5.077,2.4899,1876,14.731,7.2246,120.031,25.473,1.615,0.23,0.21,0.44,0.739,10.8862
C2CMovie,2654,446,46,145,232,6,0.168,0.0335,0.0445,10,0.2325,0.7103,2554,12.6343,38.6,102.1422,35.5418,2.4576,0.13,0.10,0.70,0.4447,5.6185
cabbie8201,3309,7719,160,891,1561,18,2.3327,5.3131,0.0907,114,2.964,3.3266,129069,1103.283,1238.2525,99.762,24.8625,1.5872,0.22,0.21,0.32,0.428,472.2051
CadeRageous,3326,30942,94,261869,142813,1371,9.3031,8.0135,0.0346,194,9.632,0.0368,245966,1710.016,6.53,93.856,27.4447,1.2772,0.10,0.10,0.36,0.352,601.9256
CAFalk,3297,264619,148,27096,22995,755,80.2605,1.5805,0.1589,38,0.534,0.0197,54645,2096.811,77.3845,118.261,6.951,2.8109,0.42,0.03,0.55,0.812,1702.6105
Caitlin_Akers,2911,1913,112,1306,1447,61,0.6572,1.1333,0.0773,21,1.347,1.0314,144299,266.64,204.1654,99.395,24.1643,1.9737,0.38,0.24,0.39,0.409,109.0558
cakeandmonkeys,1955,822,72,183,676,14,0.4205,0.2916,0.2215,4,0.1221,0.541,3366567,4362.6215,19333.8033,120.2737,21.1563,1.669,0.52,0.04,0.35,0.5734,2501.5271
calamityware,1483,835,50,682,360,44,0.563,0.8699,0.0142,18,1.4184,1.695,56,0.4687,0.5601,104.2123,26.4165,2.1968,0.60,0.27,0.70,0.2491,0.1168
calmgrove,1862,7410,94,260,175,30,3.9796,6.6224,0.1112,26,0.677,2.6038,159588,1291.119,4965.8423,99.685,7.3217,2.9632,0.46,0.12,0.59,0.334,431.2337
CamillaGHellman,2451,998,0,498,940,10,0.4072,0.6748,0.0502,645,3.0888,6.01,4690,15.1847,29.5462,127.8308,36.1236,2.0271,0.65,0.34,0.66,0.5738,8.713
CanBlogHouse,3331,108344,148,21996,20416,880,32.526,5.148,0.0555,433,1.352,0.0615,3044,6.297,0.2863,87.119,47.647,1.8577,0.24,0.05,0.30,0.28,1.7632
CandaceHowze,1998,24295,160,1121,1746,26,12.1597,8.9409,0.2297,49,0.452,0.4032,189557,4656.101,4153.5245,89.497,11.3635,1.1503,0.17,0.17,0.26,0.511,2379.2676
CandlemonkeyH,1746,1925,97,551,662,29,1.1025,4.642,0.0739,59,2.091,3.7949,65075,436.169,791.5953,99.153,24.2361,2.5302,0.21,0.09,0.42,0.454,198.0207
CapnIndigo,2982,50004,25,176,246,15,16.7686,0.8082,0.1063,17,0.37,2.1023,143709,3110.15,17671.3068,106.383,6.7238,1.3636,0.02,0.07,0.33,0.327,1017.0191
CardboardEdison,2305,22286,150,8836,3863,314,9.6685,1.3505,0.1983,104,3.039,0.3439,377,3.976,0.45,113.616,21.778,1.1502,0.23,0.09,0.45,0.724,2.8786
CardExperiment,2497,342,122,2509,1054,23,0.137,0.0332,0.0248,5,0.4897,0.0662,7,0.5074,0.0686,107.4248,23.9469,2.7029,0.52,0.23,0.83,0.3097,0.1571
carlatreloar,3042,3639,82,812,105,19,1.1963,0.1095,0.2147,47,1.717,2.1145,2549,10.906,13.431,127.557,20.8901,1.329,0.31,0.11,0.29,0.868,9.4664
CARmagazine,3693,20975,158,179233,446,1738,5.6797,0.7747,0.0206,159,12.521,0.0699,86,4.13,0.023,105.702,17.6634,1.1336,0.54,0.50,0.78,0.821,3.3907
carmencita13,3509,2695,92,490,489,19,0.768,0.0972,0.0519,6,0.255,0.5204,58324,168.15,343.1633,87.562,23.8356,1.5149,0.20,0.02,0.55,0.152,25.5588
catcuddles,3406,1883,147,1281,180,21,0.5528,0.5299,0.0608,304,19.835,15.484,1177,18.772,14.6542,116.226,42.7898,1.4232,0.24,0.10,0.58,0.741,13.9101
CatsvsG,122,16,22,9,2,0,0.1311,0.0328,0.0082,14,2.9167,3.8889,5,1.3333,1.7778,75.0833,-5.3892,1.3333,0.50,0.83,0.33,0.75,1.0
cawoodpublish,962,11204,139,5080,4846,115,11.6466,38.501,0.1632,255,7.975,1.5699,1794,9.922,1.9531,103.589,14.6131,1.4912,0.23,0.14,0.43,0.337,3.3437
cbsa82,1009,86529,159,5554,722,213,85.7572,176.2289,0.7185,153,2.831,0.5097,111706,786.837,141.6703,121.921,25.2989,1.75,0.29,0.10,0.30,0.801,630.2564
CCTV,3274,35855,77,593473,164,1085,10.9514,0.0049,0.0003,423,37.159,0.0626,121,12.446,0.021,125.652,8.681,1.0779,0.15,0.40,0.63,0.991,12.334
ceciliatan,3995,78090,118,5649,1405,412,19.5469,2.2866,0.1196,8547,9.796,1.7341,115781,1245.053,220.4024,110.937,14.5498,1.1667,0.13,0.07,0.31,0.577,718.3956
centrodarte,3168,1235,145,457,220,14,0.3898,0.142,0.0606,58,1.013,2.2166,6917,10.993,24.0547,115.244,4.8311,1.8185,0.62,0.29,0.70,0.503,5.5295
CEPData,3315,15523,121,18974,549,674,4.6827,0.9611,0.1611,18,1.081,0.057,86,2.845,0.1499,132.427,29.7104,1.2521,0.12,0.01,0.54,0.84,2.3898
cEvinKey,3311,2498,0,10342,69,196,0.7545,0.0619,0.0006,266,12.789,1.2366,78,2.711,0.2621,81.25,19.0449,2.1429,0.02,0.00,0.88,0.673,1.8245
chadhayesmd,1365,7945,153,4734,675,121,5.8205,6.1758,0.0425,984,11.657,2.4624,35326,37.789,7.9825,102.025,10.1084,1.1538,0.01,0.06,0.40,0.246,9.2961
chaeycolate,1181,33569,62,7117,6469,17,28.4242,0.9314,0.1211,38,1.233,0.1732,1740,21.304,2.9934,85.459,9.8684,4.3195,0.53,0.52,0.32,0.432,9.2033
ChambonSophie,2448,1121,153,372,114,77,0.4579,0.3207,0.0923,25,1.494,4.0161,484,6.14,16.5054,128.416,14.0409,2.0128,0.70,0.09,0.64,0.645,3.9603
chellenator,3945,51171,158,397,141,31,12.9711,3.9896,0.094,146,1.722,4.3375,418355,3287.549,8280.9798,113.441,11.6709,1.6341,0.04,0.09,0.42,0.447,1469.5344
chelleyreads,3134,18694,110,1240,590,76,5.9649,0.351,0.0268,54,0.925,0.746,107645,436.618,352.1113,95.843,22.9699,1.3664,0.13,0.11,0.52,0.157,68.549
CherylDowning,3423,3514,99,300,360,79,1.0266,0.572,0.1423,6,0.303,1.01,565,6.409,21.3633,126.519,21.5224,2.6609,0.70,0.09,0.83,0.596,3.8198
ChiizDotCom,930,219,0,78,243,3,0.2355,0.1226,0.0183,19,1.4369,3.7949,77,1.7282,4.5641,134.7282,23.804,5.5581,0.42,0.04,0.91,0.3835,0.6627
chillsunfire,1424,775,86,143,276,0,0.5442,3.5056,0.0772,27,0.6043,2.9371,201167,742.5151,3608.7273,108.3626,24.6858,1.7731,0.34,0.05,0.51,0.2187,162.3881
chinnky,3303,13180,128,2539,2295,16,3.9903,0.9319,0.0696,20,0.288,0.1134,216822,1832.083,721.5766,85.81,18.7817,1.4203,0.07,0.06,0.35,0.327,599.0911
Chisuto,3451,6386,150,335,351,26,1.8505,2.1689,0.2069,12,0.36,1.0746,501248,11931.494,35616.4,114.091,23.7678,1.3149,0.18,0.14,0.19,0.736,8781.5796
chrisburkard,2813,4498,160,29338,907,635,1.599,0.0661,0.0021,3740,93.344,3.1817,34504,54.86,1.8699,118.322,22.9052,1.1154,0.08,0.73,0.49,0.959,52.6107
ChrisNicol,3501,2475,60,271,162,28,0.7069,0.1745,0.0391,11,0.26,0.9594,200495,1235.338,4558.4428,96.651,17.1203,1.7275,0.37,0.04,0.53,0.175,216.1841
ChrisWhartonArt,3691,1718,99,264,321,17,0.4655,0.294,0.0691,27,0.69,2.6136,201468,1132.462,4289.6288,107.202,25.8649,2.622,0.42,0.26,0.51,0.365,413.3486
ChronosCrow,3202,2143,68,191,403,9,0.6693,0.2014,0.1071,113,0.436,2.2827,909032,1334.545,6987.1466,88.549,20.6666,1.515,0.27,0.04,0.21,0.366,488.4435
CircleofBooks,1845,754713,129,41569,29197,1372,409.0585,6.9192,0.0103,14,0.458,0.011,28,2.353,0.0566,107.406,-2.8763,3.3102,1.00,0.66,0.99,0.695,1.6353
circusposterus,3355,6110,63,3647,565,106,1.8212,0.1523,0.0972,54,1.892,0.5188,652,3.589,0.9841,121.826,16.9793,1.7986,0.14,0.27,0.71,0.731,2.6236
citizenkahn,4067,7332,148,264,433,54,1.8028,2.5783,0.1067,25,0.336,1.2727,218258,2602.998,9859.8409,114.438,3.2075,1.4963,0.27,0.10,0.46,0.454,1181.7611
CitrusInferno,1476,593,55,48,42,2,0.4018,0.6592,0.0136,15,1.0838,13.2083,16123,28.1573,343.1667,108.5949,19.5424,1.1111,0.14,0.07,0.28,0.1402,3.9476
CivilWar_Quotes,774,1085,70,487,199,12,1.4018,0.7571,0.0155,69,3.625,7.4435,45,1.2,2.4641,122.716,-5.2595,1.0709,0.13,0.15,0.33,0.527,0.6324
CLabsIU,1410,319,136,457,97,20,0.2262,0.0745,0.1199,11,1.2414,0.8665,404,4.9937,3.4858,120.1473,24.3765,1.4148,0.55,0.25,0.48,0.8527,4.2582
ClapBackGame,834,376,157,447,1315,5,0.4508,0.4376,0.0252,16,1.5445,1.2819,19085,88.4636,73.4228,109.4609,19.7446,5.4322,0.54,0.43,0.44,0.3504,30.9976
ClaressaSwensen,857,34,150,50,138,3,0.0397,0.1482,0.021,4,0.3235,0.22,3,0.8235,0.56,115.7059,21.2479,1.5,0.29,0.18,0.53,0.6176,0.5086
claudiafire,2582,10376,100,985,1313,23,4.0186,0.0105,0.0906,64,0.885,0.8985,44372,941.776,956.1178,127.848,-2.2267,1.4704,0.25,0.04,0.60,0.399,375.7686
ClayBoutwell,3268,6343,138,25085,20509,188,1.9409,0.2726,0.0003,9,0.38,0.0151,6,0.141,0.0056,75.838,27.8175,1.6022,0.19,0.10,0.39,0.104,0.0147
cleebration,4073,100810,148,8441,6659,704,24.7508,0.9256,0.0093,75,1.462,0.1732,131,0.477,0.0565,118.411,23.2448,1.3647,0.34,0.01,0.87,0.076,0.0363
CloakedPress,498,2165,152,417,378,18,4.3474,0.7068,0.4639,8,0.616,1.4772,154605,200.386,480.542,104.054,18.3999,2.7946,0.41,0.06,0.73,0.448,89.7729
closetsamples,3448,113758,157,6720,3888,611,32.9925,1.761,0.1624,7,0.11,0.0164,22473,464.712,69.1536,108.6,23.8829,1.8457,0.64,0.23,0.52,0.629,292.3038
CloudBusiness9,2209,25933,158,5959,806,540,11.7397,14.1408,0.2064,22,1.055,0.177,75683,129.911,21.8008,116.645,40.6559,1.5268,0.35,0.15,0.39,0.589,76.5176
CMSPioneer,1588,218,117,382,202,3,0.1373,0.0202,0.022,18,1.3128,0.7251,11,1.2701,0.7016,115.6019,35.5179,1.0682,0.21,0.13,0.54,0.545,0.6922
CoffeeGeek,3787,68934,115,27318,179,1155,18.2028,1.7806,0.0209,82,2.845,0.1041,450858,1259.818,46.1168,118.67,17.8332,1.2927,0.08,0.04,0.57,0.282,355.2687
Collectingtoyz,2697,20518,160,738,881,101,7.6077,8.0957,0.2043,10,0.155,0.21,37805,3914.142,5303.7154,116.793,38.1744,3.1055,0.60,0.28,0.46,0.6,2348.4852
commanderinmtg,1181,13530,156,4148,222,37,11.4564,19.7722,0.0999,331,3.637,0.8768,115205,197.18,47.5362,97.705,25.6935,1.2893,0.12,0.06,0.42,0.26,51.2668
common_clarity,2175,275,125,378,298,39,0.1264,0.2736,0.0506,133,2.8974,2.0926,20868,145.9451,105.4048,113.1722,26.6269,2.0862,0.64,0.20,0.56,0.6007,87.6692
cooldealselect,667,11718,123,7564,6938,968,17.5682,12.057,0.2219,31,0.362,0.0479,2491,5.932,0.7842,93.755,17.6226,2.0403,0.15,0.19,0.83,0.272,1.6135
coolmaterial,3691,19147,16,43166,266,1308,5.1875,0.0046,0.0,82,3.517,0.0815,29,0.871,0.0202,88.8,7.1316,0,0.00,0.99,1.00,0.477,0.4155
CoolWearables,1487,4101,80,220,6,25,2.7579,0.0,0.0,6,0.156,0.7091,14,0.077,0.35,76.345,11.3306,1.4783,0.71,0.22,1.00,0.049,0.0038
coopershill1,1975,16886,128,1474,1007,72,8.5499,3.9352,0.037,14,0.893,0.6058,1325,4.197,2.8474,111.94,26.6575,2.1307,0.70,0.13,0.76,0.319,1.3388
coopnews,3449,17549,134,19403,10277,719,5.0881,0.3888,0.0116,292,4.725,0.2435,152,3.684,0.1899,132.917,19.5258,1.4056,0.68,0.14,0.95,0.775,2.8551
CorpGraffitiArt,2447,2582,87,1444,1045,82,1.0552,2.436,0.0151,18,2.258,1.5637,64021,95.531,66.1572,112.355,34.9432,1.4684,0.19,0.12,0.74,0.304,29.0414
corygodbey,3362,25377,89,7194,437,244,7.5482,2.8495,0.0889,1207,12.506,1.7384,11572,43.433,6.0374,95.321,20.9669,1.4138,0.09,0.29,0.29,0.477,20.7175
CosplayDeviants,3405,19537,98,35724,148,372,5.7377,1.1915,0.0966,484,59.421,1.6633,127,7.061,0.1977,120.778,29.8175,1.8258,0.13,0.10,0.59,0.831,5.8677
Country_Words,2371,56986,117,1038447,803,871,24.0346,0.3134,0.0493,3443,416.666,0.4012,1477,141.879,0.1366,96.468,22.7731,1.2273,0.02,0.07,0.11,0.996,141.3115
CourseHorse,2805,2412,102,2474,940,84,0.8599,0.3276,0.0649,11,0.358,0.1447,345,1.212,0.4899,104.206,33.9556,1.4549,0.23,0.10,0.49,0.317,0.3842
CraigPetersenNZ,3037,644,158,305,478,12,0.2121,0.8126,0.0277,25,2.0933,4.4131,32235,151.3219,319.0164,123.0124,37.077,2.3907,0.47,0.15,0.61,0.423,64.0092
CrazyBrdGameGuy,502,51,156,374,662,7,0.1016,0.3267,0.0,11,1.5098,0.2059,2,0.1961,0.0267,107.3922,37.0592,1.9091,0.22,0.12,0.63,0.1569,0.0308
CrazyCactusEnt,2485,3958,88,590,1407,49,1.5928,2.0869,0.1537,75,0.464,0.7864,506096,3513.453,5955.0051,105.325,14.4892,1.7565,0.19,0.17,0.49,0.426,1496.731
creakingshelf,1099,8471,53,2431,1106,90,7.7079,4.3385,0.061,65,2.674,1.1,65064,147.593,60.7129,95.814,23.7294,1.28,0.03,0.08,0.40,0.167,24.648
Cringer63,3348,21858,97,1097,770,26,6.5287,2.055,0.0332,52,3.103,2.8286,75872,100.435,91.5542,109.148,16.0592,1.2941,0.05,0.13,0.51,0.21,21.0913
crit4brains,1325,3223,90,445,287,26,2.4325,2.4302,0.0823,149,1.869,4.2,136956,153.307,344.5101,88.864,21.33,1.5337,0.19,0.12,0.33,0.251,38.4801
CrocOclock,3249,10385,142,834,367,4,3.1964,3.7793,0.0022,267,3.934,4.717,5960,10.397,12.4664,110.881,16.2967,2.5418,0.32,0.26,0.50,0.267,2.776
Crowd_Fund_Pro,1403,2480,134,32405,772,40,1.7676,1.2687,0.0,110,3.206,0.0989,57,1.529,0.0472,138.237,31.3074,1.6643,0.14,0.01,1.00,0.159,0.2431
CrowdCBoost,3398,380359,110,6320,5,1093,111.9361,0.2434,0.0,3,0.075,0.0119,2,0.02,0.0032,92.403,8.0168,1.5476,0.92,0.00,1.00,0.017,0.0003
Crowdfindly,1089,6303,129,4725,5222,46,5.7879,4.5005,0.0018,5,0.257,0.0544,3,0.079,0.0167,109.16,43.7712,2.0411,0.36,0.20,0.99,0.068,0.0054
crowdfindly2,1091,9459,91,4961,5411,76,8.67,6.2236,0.0,12,0.166,0.0335,3,0.045,0.0091,104.641,46.149,1.7681,0.28,0.18,1.00,0.038,0.0017
Crowdfund_Promo,1377,16889,152,145379,30769,898,12.2651,19.8497,0.0029,16,1.257,0.0086,157571,158.265,1.0886,136.492,16.8576,6.4718,0.99,0.00,0.99,0.462,73.1184
crowdfundcash,1116,124810,158,304504,277299,236,111.8369,1.9113,0.0,5,0.326,0.0011,4,0.282,0.0009,130.828,39.8569,6.552,1.00,0.24,0.98,0.234,0.066
CrowdfundCentre,1891,200193,158,26497,17949,1196,105.8662,0.3485,0.0,5,0.222,0.0084,4,0.202,0.0076,116.335,12.4621,1.928,0.96,0.10,0.99,0.179,0.0362
crowdfundedco,656,156,146,76,12,11,0.2378,3.003,0.0,10,1.1633,2.25,5,0.5578,1.0789,131.4558,14.2233,3.38,0.34,0.03,0.97,0.3401,0.1897
crowdfundingbck,909,1028,86,200,57,11,1.1309,0.3388,0.0792,12,0.4451,2.19,8,0.4746,2.335,55.1585,4.2407,2.2857,0.01,0.63,0.98,0.1677,0.0796
crowdfundingpr_,1862,7112,100,14176,15405,265,3.8195,4.7057,0.0,5,0.333,0.0235,4,0.086,0.0061,84.22,14.038,1.5286,0.07,0.08,1.00,0.069,0.0059
CrowdfundLaunch,1197,10691,132,6245,74,527,8.9315,0.0476,0.4829,15,0.098,0.0157,5715,41.352,6.6216,126.739,21.4346,2.59,0.72,0.04,0.73,0.635,26.2585
CrowdRanger,876,7470,151,5311,54,335,8.5274,0.0068,0.6495,5,0.073,0.0137,80244,135.708,25.5523,127.376,19.6675,2.5681,0.72,0.05,0.73,0.612,83.0533
cruel_diagonals,1256,2052,154,468,893,7,1.6338,5.7779,0.3161,158,2.524,5.3932,351826,2215.498,4733.9701,95.081,13.283,1.4138,0.06,0.10,0.28,0.489,1083.3785
