screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influencial
carlatreloar,3011,3535,82,777,103,20,1.174,0.1049,0.2169,47,1.717,2.2098,2549,10.906,14.036,127.557,20.8901,1.329,0.31,0.11,0.29,0.868,1
HFGEnthusiast,1008,3590,0,3430,3348,97,3.5615,0.002,0.4851,19,0.732,0.2134,16,5.252,1.5312,132.006,16.7035,2.1325,1,0.44,0.86,0.994,1
KStateTFXC,932,3957,78,1692,180,18,4.2457,0.4131,0.0461,534,18.434,10.8948,164,4.793,2.8327,128.83,20.4398,1.0718,0.56,0.1,0.72,0.786,1
MHSDolphins2018,846,3968,94,987,957,2,4.6903,0.0473,0.0544,71,3.921,3.9726,81,1.452,1.4711,88.718,6.012,1.1875,0.02,0.04,0.43,0.301,0
GadgetsLiving,298,4056,136,849,5003,3,13.6107,82.6611,0.6208,5,0.167,0.1967,622,5.057,5.9564,107.353,11.4784,1.3093,0.54,0.03,0.94,0.281,0
stagescycling,2136,4075,146,7521,517,137,1.9078,1.5126,0.0913,25,2.537,0.3373,873,12.063,1.6039,104.047,22.3545,1.4176,0.34,0.24,0.75,0.517,1
rstarsick,1197,4281,152,580604,1811,20,3.5764,0.7201,0.0025,4,0.09,0.0002,48,0.094,0.0002,75.397,5.3726,2.4483,0.06,0.1,0.87,0.032,0
DALwrites,3069,4409,131,549,400,257,1.4366,0.0355,0.0007,9,0.284,0.5173,5,0.09,0.1639,131.748,22.888,2.7335,0.93,0.25,1,0.075,0
TheOuterLinux,769,4514,69,270,402,300,5.87,0.2328,0.0117,5,0.27,1,252,0.845,3.1296,107.211,8.9339,3.0723,0.87,0.03,0.96,0.204,0
techpp,3048,4670,95,1548,8,27,1.5322,0.0262,0.021,98,4.188,2.7054,173,3.058,1.9755,123.558,15.0297,2.4688,0.06,0.61,0.93,0.779,1
robotsblog,2919,4695,0,2702,532,131,1.6084,0.0891,0.1271,6,0.232,0.0859,532,7.049,2.6088,107.976,14.5866,1.9027,0.23,0.15,0.84,0.442,0
